iso_ts,seq,temperature_c,humidity_pct,gas_ppm,motion,range_cm,ir_left,ir_right,pan_angle,tilt_angle,fw_state,uptime_ms,lat,lon,gps_fix,gps_sats,serial_ok,ws_clients,turn_status,alert_flags
2026-09-25T18:40:44.901+00:00,1186,0,0,273,0,400,0,0,90,90,3,242620,,,0,0,1,0,unavailable,128
2026-09-25T18:40:45.906+00:00,1191,0,0,273,0,400,0,0,90,90,3,243619,,,0,0,1,0,unavailable,128
2026-09-25T18:40:47.013+00:00,1197,0,0,273,0,400,0,0,90,90,3,244621,,,0,0,1,0,unavailable,128
2026-09-25T18:40:48.015+00:00,1202,0,0,273,0,400,0,0,90,90,3,245620,,,0,0,1,0,unavailable,128
2026-09-25T18:40:49.018+00:00,1207,0,0,273,0,400,0,0,90,90,3,246622,,,0,0,1,0,unavailable,128
2026-09-25T18:40:50.020+00:00,1212,0,0,273,0,400,0,0,90,90,3,247621,,,0,0,1,0,unavailable,128
2026-09-25T18:40:51.022+00:00,1217,0,0,273,0,400,0,0,90,90,3,248623,,,0,0,1,0,unavailable,128
2026-09-25T18:40:52.053+00:00,1222,0,0,273,0,400,0,0,90,90,3,249622,,,0,0,1,0,unavailable,128
2026-09-25T18:40:53.181+00:00,1228,0,0,273,0,400,0,0,90,90,3,250625,,,0,0,1,0,unavailable,128
2026-09-25T18:40:54.429+00:00,1234,0,0,273,0,400,0,0,90,90,3,252125,,,0,0,1,0,unavailable,128
2026-09-25T18:40:55.451+00:00,1239,0,0,273,0,400,0,0,90,90,3,253124,,,0,0,1,0,unavailable,128
2026-09-25T18:40:56.579+00:00,1245,0,0,273,0,400,0,0,90,90,3,254126,,,0,0,1,0,unavailable,128
2026-09-25T18:40:57.670+00:00,1250,0,0,273,0,400,0,0,90,90,3,255125,,,0,0,1,0,unavailable,128
2026-09-25T18:40:58.811+00:00,1256,0,0,273,0,400,0,0,90,90,3,256125,,,0,0,1,0,unavailable,128
2026-09-25T18:41:00.046+00:00,1262,0,0,273,0,400,0,0,90,90,3,257625,,,0,0,1,0,unavailable,128
2026-09-25T18:41:01.178+00:00,1268,0,0,272,0,400,0,0,90,90,3,258626,,,0,0,1,0,unavailable,128
2026-09-25T18:41:02.446+00:00,1274,0,0,272,0,400,0,0,90,90,3,260128,,,0,0,1,0,unavailable,128
2026-09-25T18:41:03.448+00:00,1279,0,0,272,0,400,0,0,90,90,3,261127,,,0,0,1,0,unavailable,128
2026-09-25T18:41:04.453+00:00,1284,0,0,272,0,400,0,0,90,90,3,262129,,,0,0,1,0,unavailable,128
2026-09-25T18:41:05.459+00:00,1289,0,0,272,0,400,0,0,90,90,3,263129,,,0,0,1,0,unavailable,128
2026-09-25T18:41:06.461+00:00,1294,0,0,273,0,400,0,0,90,90,3,264130,,,0,0,1,0,unavailable,128
2026-09-25T18:41:07.461+00:00,1299,0,0,273,0,400,0,0,90,90,3,265131,,,0,0,1,0,unavailable,128
2026-09-25T18:41:08.467+00:00,1304,0,0,274,0,400,0,0,90,90,3,266131,,,0,0,1,0,unavailable,128
2026-09-25T18:41:09.468+00:00,1309,0,0,274,0,400,0,0,90,90,3,267131,,,0,0,1,0,unavailable,128
2026-09-25T18:41:10.469+00:00,1314,0,0,275,0,400,0,0,90,90,3,268132,,,0,0,1,0,unavailable,128
2026-09-25T18:41:11.474+00:00,1319,0,0,275,0,400,0,0,90,90,3,269132,,,0,0,1,0,unavailable,128
2026-09-25T18:41:12.486+00:00,1324,0,0,275,0,400,0,0,90,90,3,270133,,,0,0,1,0,unavailable,128
